username,repositorio,hash,linguagem_programacao
markstory,https://github.com/cakephp/cakephp,e431e86aa4301ced4273dc7919b59362cbb353cb,PHP
markstory,https://github.com/cakephp/cakephp,e431e86aa4301ced4273dc7919b59362cbb353cb,PHP
kilroyd,https://github.com/torvalds/linux,0a54917c3fc295cb61f3fb52373c173fd3b69f48,C
autor nulo,https://github.com/torvalds/linux,7572777eef78ebdee1ecb7c258c0ef94d35bad16,C
kraih,https://github.com/kraih/mojo,aa7c8da54b1ebd4ccb64aa66dede7b7cdb381c44,Perl
jzaefferer,https://github.com/jquery/jquery-ui,7e9060c109b928769a664dbcc2c17bd21231b6f3,JavaScript
autor nulo,https://github.com/torvalds/linux,fc3a9157d3148ab91039c75423da8ef97be3e105,C
oleg-nesterov,https://github.com/torvalds/linux,f106eee10038c2ee5b6056aaf3f6d5229be6dcdd,C
oleg-nesterov,https://github.com/torvalds/linux,f20011457f41c11edb5ea5038ad0c8ea9f392023,C
oleg-nesterov,https://github.com/torvalds/linux,fa2755e20ab0c7215d99c2dc7c262e98a09b01df,C
pinchartl,https://github.com/torvalds/linux,fc0a80798576f80ca10b3f6c9c7097f12fd1d64e,C
error27,https://github.com/torvalds/linux,0031c41be5c529f8329e327b63cde92ba1284842,C
error27,https://github.com/torvalds/linux,0031c41be5c529f8329e327b63cde92ba1284842,C
autor nulo,https://github.com/torvalds/linux,0926f91083f34d047abc74f1ca4fa6a9c161f7db,C
autor nulo,https://github.com/torvalds/linux,867c20265459d30a01b021a9c1e81fb4c5832aa9,C
adrianschroeter,https://github.com/openSUSE/open-build-service,23c8d21c75242999e29379e6ca8418a14c8725c6,Perl
adrianschroeter,https://github.com/openSUSE/open-build-service,76b0ab003f34435ca90d943e02dd22279cdeec2a,Shell
yoe,https://github.com/yoe/nbd,3ef52043861ab16352d49af89e048ba6339d6df8,C
herbertx,https://github.com/torvalds/linux,6b0d6a9b4296fa16a28d10d416db7a770fc03287,C
kumpera,https://github.com/mono/mono,8eb1189099e02372fd45ca1c67230eccf1edddc0,C
kumpera,https://github.com/mono/mono,8eb1189099e02372fd45ca1c67230eccf1edddc0,C
autor nulo,https://github.com/mono/mono,722f9890f09aadfc37ae479e7d946d5fc5ef7b91,C
sunnavy,https://github.com/bestpractical/rt,2338cd19ed7a7f4c1e94f639ab2789d6586d01f3,Perl
segoon,https://github.com/torvalds/linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b,C
segoon,https://github.com/torvalds/linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b,C
segoon,https://github.com/torvalds/linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b,C
segoon,https://github.com/torvalds/linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b,C
segoon,https://github.com/torvalds/linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b,C
nhorman,https://github.com/torvalds/linux,6094628bfd94323fc1cea05ec2c6affd98c18f7f,C
nhorman,https://github.com/torvalds/linux,6094628bfd94323fc1cea05ec2c6affd98c18f7f,C
segoon,https://github.com/torvalds/linux,c4c896e1471aec3b004a693c689f60be3b17ac86,C
segoon,https://github.com/torvalds/linux,43629f8f5ea32a998d06d1bb41eefa0e821ff573,C
segoon,https://github.com/torvalds/linux,d846f71195d57b0bbb143382647c2c6638b04c5a,C
autor nulo,https://github.com/torvalds/linux,1309d7afbed112f0e8e90be9af975550caa0076b,Shell
autor nulo,https://github.com/torvalds/linux,d370af0ef7951188daeb15bae75db7ba57c67846,C
autor nulo,https://github.com/torvalds/linux,da48524eb20662618854bb3df2db01fc65f3070c,C
autor nulo,https://github.com/torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,C
autor nulo,https://github.com/torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,C
autor nulo,https://github.com/torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,C
autor nulo,https://github.com/torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,C
autor nulo,https://github.com/torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,C
autor nulo,https://github.com/torvalds/linux,4d00135a680727f6c3be78f8befaac009030e4df,C
eparis,https://github.com/torvalds/linux,d0de4dc584ec6aa3b26fffea320a8457827768fc,C
eparis,https://github.com/torvalds/linux,d0de4dc584ec6aa3b26fffea320a8457827768fc,C
autor nulo,https://github.com/torvalds/linux,be20250c13f88375345ad99950190685eda51eb8,C
jedisct1,https://github.com/jedisct1/pure-ftpd,65c4d4ad331e94661de763e9b5304d28698999c4,C
jtlayton,https://github.com/torvalds/linux,4ff67b720c02c36e54d55b88c2931879b7db1cd2,C
jtlayton,https://github.com/torvalds/linux,4ff67b720c02c36e54d55b88c2931879b7db1cd2,C
autor nulo,https://github.com/xfce-mirror/thunar,03dd312e157d4fa8a11d5fa402706ae5b05806fa,C
autor nulo,https://github.com/torvalds/linux,0f22072ab50cac7983f9660d33974b45184da4f9,C
autor nulo,https://github.com/torvalds/linux,c2892f02712e9516d72841d5c019ed6916329794,C
autor nulo,https://github.com/torvalds/linux,d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,C
autor nulo,https://github.com/torvalds/linux,d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,C
autor nulo,https://github.com/torvalds/linux,d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,C
autor nulo,https://github.com/torvalds/linux,d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,C
autor nulo,https://github.com/torvalds/linux,764355487ea220fdc2faf128d577d7f679b91f97,C
autor nulo,https://github.com/torvalds/linux,64f3b9e203bd06855072e295557dca1485a2ecba,C
jcameron,https://github.com/webmin/webmin,46e3d3ad195dcdc1af1795c96b6e0dc778fb6881,Perl
autor nulo,https://github.com/FFmpeg/FFmpeg,8312e3fc9041027a33c8bc667bb99740fdf41dd5,C
autor nulo,https://github.com/torvalds/linux,cae13fe4cc3f24820ffb990c09110626837e85d4,C
autor nulo,https://github.com/torvalds/linux,2b472611a32a72f4a118c069c2d62a1a3f087afd,C
autor nulo,https://github.com/torvalds/linux,21c5977a836e399fc710ff2c5367845ed5c2527f,C
autor nulo,https://github.com/torvalds/linux,21c5977a836e399fc710ff2c5367845ed5c2527f,C
autor nulo,https://github.com/torvalds/linux,21c5977a836e399fc710ff2c5367845ed5c2527f,C
autor nulo,https://github.com/torvalds/linux,21c5977a836e399fc710ff2c5367845ed5c2527f,C
aagit,https://github.com/torvalds/linux,78f11a255749d09025f54d4e2df4fbcb031530e2,C
aagit,https://github.com/torvalds/linux,78f11a255749d09025f54d4e2df4fbcb031530e2,C
aagit,https://github.com/torvalds/linux,78f11a255749d09025f54d4e2df4fbcb031530e2,C
autor nulo,https://github.com/torvalds/linux,ea2bc483ff5caada7c4aa0d5fbf87d3a6590273d,C
autor nulo,https://github.com/torvalds/linux,0b760113a3a155269a3fba93a409c640031dd68f,C
autor nulo,https://github.com/torvalds/linux,0b760113a3a155269a3fba93a409c640031dd68f,C
autor nulo,https://github.com/torvalds/linux,0b760113a3a155269a3fba93a409c640031dd68f,C
autor nulo,https://github.com/torvalds/linux,0b760113a3a155269a3fba93a409c640031dd68f,C
taoma-tm,https://github.com/torvalds/linux,0449641130f5652b344ef6fa39fa019d7e94660a,C
torvalds,https://github.com/torvalds/linux,1a51410abe7d0ee4b1d112780f46df87d3621043,C
segoon,https://github.com/torvalds/linux,1d1221f375c94ef961ba8574ac4f85c8870ddd51,C
torvalds,https://github.com/torvalds/linux,982134ba62618c2d69fbbbd166d0a11ee3b7e3d8,C
autor nulo,https://github.com/torvalds/linux,208c72f4fe44fe09577e7975ba0e7fa0278f3d03,C
autor nulo,https://github.com/torvalds/linux,4e78c724d47e2342aa8fde61f6b8536f662f795f,C
autor nulo,https://github.com/torvalds/linux,fc66c5210ec2539e800e87d7b3a985323c7be96e,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,87c48fa3b4630905f98268dde838ee43626a060c,C
autor nulo,https://github.com/torvalds/linux,0d0138ebe24b94065580bd2601f8bb7eb6152f56,C
autor nulo,https://github.com/irmen/Pyro3,554e095a62c4412c91f981e72fd34a936ac2bf1e,Python
jrn,https://github.com/torvalds/linux,aba8d056078e47350d85b06a9cabd5afcc4b72ea,C
autor nulo,https://github.com/torvalds/linux,b5b515445f4f5a905c5dd27e6e682868ccd6c09d,C
segoon,https://github.com/torvalds/linux,819cbb120eaec7e014e5abd029260db1ca8c5735,C
tenderlove,https://github.com/rails/rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,Ruby
tenderlove,https://github.com/rails/rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,Ruby
tenderlove,https://github.com/rails/rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,Ruby
tenderlove,https://github.com/rails/rails,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,Ruby
tenderlove,https://github.com/rails/rails,586a944ddd4d03e66dea1093306147594748037a,Ruby
tenderlove,https://github.com/rails/rails,586a944ddd4d03e66dea1093306147594748037a,Ruby
tenderlove,https://github.com/rails/rails,bfc432574d0b141fd7fe759edfe9b6771dd306bd,Ruby
tenderlove,https://github.com/rails/rails,bfc432574d0b141fd7fe759edfe9b6771dd306bd,Ruby
coolo,https://github.com/openSUSE/open-build-service,cbfe2ed36dd77c0843702935dea7f914bb599201,Ruby
jtlayton,https://github.com/torvalds/linux,9438fabb73eb48055b58b89fc51e0bc4db22fabd,C
stpierre,https://github.com/solj/bcfg2,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,Python
stpierre,https://github.com/solj/bcfg2,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,Python
stpierre,https://github.com/solj/bcfg2,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,Python
stpierre,https://github.com/solj/bcfg2,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,Python
stpierre,https://github.com/solj/bcfg2,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,Python
bonzini,https://github.com/bonzini/qemu,103b40f51e4012b3b0ad20f615562a1806d7f49a,C
bonzini,https://github.com/bonzini/qemu,7285477ab11831b1cf56e45878a89170dd06d9b9,C
autor nulo,https://github.com/torvalds/linux,c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae,C
linvjw,https://github.com/torvalds/linux,c85ce65ecac078ab1a1835c87c4a6319cf74660a,C
linvjw,https://github.com/torvalds/linux,c85ce65ecac078ab1a1835c87c4a6319cf74660a,C
jtlayton,https://github.com/torvalds/linux,70945643722ffeac779d2529a348f99567fa5c33,C
autor nulo,https://github.com/punbb/punbb,dd50a50a2760f10bd2d09814e30af4b36052ca6d,PHP
segoon,https://github.com/reubenhwk/radvd,92e22ca23e52066da2258df8c76a2dca8a428bcc,C
autor nulo,https://github.com/torvalds/linux,a5b2c5b2ad5853591a6cac6134cd0f599a720865,C
torvalds,https://github.com/torvalds/linux,76597cd31470fa130784c78fadb4dab2e624a723,C
xiaoqiangnk,https://github.com/torvalds/linux,667eff35a1f56fa74ce98a0c7c29a40adc1ba4e3,C
richardweinberger,https://github.com/torvalds/linux,bfdc0b497faa82a0ba2f9dddcf109231dd519fcc,C
autor nulo,https://github.com/torvalds/linux,7ed47b7d142ec99ad6880bbbec51e9f12b3af74c,C
autor nulo,https://github.com/torvalds/linux,15291164b22a357cb211b618adfef4fa82fc0de3,C
autor nulo,https://github.com/torvalds/linux,f8e9881c2aef1e982e5abc25c046820cd0b7cf64,C
bmarzins,https://github.com/torvalds/linux,64dd153c83743af81f20924c6343652d731eeecb,C
bmarzins,https://github.com/torvalds/linux,64dd153c83743af81f20924c6343652d731eeecb,C
bmarzins,https://github.com/torvalds/linux,64dd153c83743af81f20924c6343652d731eeecb,C
toastdriven,https://github.com/toastdriven/django-tastypie,e8af315211b07c8f48f32a063233cc3f76dd5bc2,Python
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
nhorman,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,C
bonzini,https://github.com/torvalds/linux,0bfc96cb77224736dfa35c3c555d37b3646ef35e,C
bonzini,https://github.com/torvalds/linux,0bfc96cb77224736dfa35c3c555d37b3646ef35e,C
bonzini,https://github.com/torvalds/linux,0bfc96cb77224736dfa35c3c555d37b3646ef35e,C
bonzini,https://github.com/torvalds/linux,ec8013beddd717d1740cfefb1a9b900deef85462,C
bonzini,https://github.com/torvalds/linux,ec8013beddd717d1740cfefb1a9b900deef85462,C
bonzini,https://github.com/torvalds/linux,ec8013beddd717d1740cfefb1a9b900deef85462,C
androsadamson,https://github.com/torvalds/linux,bf118a342f10dafe44b14451a1392c3254629a1f,C
androsadamson,https://github.com/torvalds/linux,bf118a342f10dafe44b14451a1392c3254629a1f,C
androsadamson,https://github.com/torvalds/linux,bf118a342f10dafe44b14451a1392c3254629a1f,C
androsadamson,https://github.com/torvalds/linux,bf118a342f10dafe44b14451a1392c3254629a1f,C
androsadamson,https://github.com/torvalds/linux,bf118a342f10dafe44b14451a1392c3254629a1f,C
adrianschroeter,https://github.com/openSUSE/open-build-service,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,Ruby
adrianschroeter,https://github.com/openSUSE/open-build-service,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,Ruby
adrianschroeter,https://github.com/openSUSE/open-build-service,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,Ruby
adrianschroeter,https://github.com/openSUSE/open-build-service,5281e4bff9df31f1f91e22a0d1e9086b93b23d7e,Ruby
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,C
autor nulo,https://github.com/torvalds/linux,a9cf73ea7ff78f52662c8658d93c226effbbedde,C
brendo,https://github.com/symphonycms/symphony-2,476e4926e2773588eab10dd3036f27e1411521b5,PHP
brendo,https://github.com/symphonycms/symphony-2,476e4926e2773588eab10dd3036f27e1411521b5,PHP
kohsuke,https://github.com/jenkinsci/winstone,410ed3001d51c689cf59085b7417466caa2ded7b,Java
kohsuke,https://github.com/jenkinsci/winstone,410ed3001d51c689cf59085b7417466caa2ded7b,Java
kohsuke,https://github.com/jenkinsci/winstone,410ed3001d51c689cf59085b7417466caa2ded7b,Java
autor nulo,https://github.com/torvalds/linux,ae53b5bd77719fed58086c5be60ce4f22bffe1c6,C
compudj,https://github.com/torvalds/linux,bc909d9ddbf7778371e36a651d6e4194b1cc7d4c,C
ecsv,https://github.com/torvalds/linux,b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c,C
antonblanchard,https://github.com/torvalds/linux,0837e3242c73566fc1c0196b4ec61779c25ffc93,C
antonblanchard,https://github.com/torvalds/linux,0837e3242c73566fc1c0196b4ec61779c25ffc93,C
autor nulo,https://github.com/torvalds/linux,f26f9aff6aaf67e9a430d16c266f91b13a5bff64,C
autor nulo,https://github.com/torvalds/linux,f26f9aff6aaf67e9a430d16c266f91b13a5bff64,C
ctfliblime,https://github.com/liblime/LibLime-Koha,8ea6f7bc37d05a9ec25b5afbea011cf9de5f1e49,Perl
autor nulo,https://github.com/torvalds/linux,be20250c13f88375345ad99950190685eda51eb8,C
bwhacks,https://github.com/torvalds/linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,C
bwhacks,https://github.com/torvalds/linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,C
bwhacks,https://github.com/torvalds/linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,C
bwhacks,https://github.com/torvalds/linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,C
bwhacks,https://github.com/torvalds/linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,C
alandekok,https://github.com/alandekok/freeradius-server,1b1ec5ce75e224bd1755650c18ccdaa6dc53e605,C
nsams,https://github.com/koala-framework/koala-framework,59f81ea6bd8ef96c04a706a3ca453cd656284faa,PHP
coderanger,https://github.com/opscode/chef,a4ea6edab2fecb922f999cffb0daa04eeeec7a26,Ruby
coderanger,https://github.com/opscode/chef,a4ea6edab2fecb922f999cffb0daa04eeeec7a26,Ruby
coderanger,https://github.com/opscode/chef,a4ea6edab2fecb922f999cffb0daa04eeeec7a26,Ruby
coderanger,https://github.com/opscode/chef,a4ea6edab2fecb922f999cffb0daa04eeeec7a26,Ruby
btm,https://github.com/opscode/chef,33f0e9c58bbf047e1b401a834f3abfe72d9a8947,Ruby
autor nulo,https://github.com/torvalds/linux,c290f8358acaeffd8e0c551ddcc24d1206143376,C
error27,https://github.com/torvalds/linux,12f09ccb4612734a53e47ed5302e0479c10a50f8,C
torvalds,https://github.com/torvalds/linux,8141c7f3e7aee618312fa1c15109e1219de784a7,C
torvalds,https://github.com/torvalds/linux,8141c7f3e7aee618312fa1c15109e1219de784a7,C
bagder,https://github.com/bagder/curl,75ca568fa1c19de4c5358fed246686de8467c238,C
bagder,https://github.com/bagder/curl,75ca568fa1c19de4c5358fed246686de8467c238,C
bagder,https://github.com/bagder/curl,75ca568fa1c19de4c5358fed246686de8467c238,C
bagder,https://github.com/bagder/curl,75ca568fa1c19de4c5358fed246686de8467c238,C
bagder,https://github.com/bagder/curl,75ca568fa1c19de4c5358fed246686de8467c238,C
xiw,https://github.com/torvalds/linux,093019cf1b18dd31b2c3b77acce4e000e2cbc9ce,C
autor nulo,https://github.com/torvalds/linux,fa8b18edd752a8b4e9d1ee2cd615b82c93cf8bba,C
xiw,https://github.com/torvalds/linux,a5cd335165e31db9dbab636fd29895d41da55dd2,C
xiw,https://github.com/torvalds/linux,a5cd335165e31db9dbab636fd29895d41da55dd2,C
bwhacks,https://github.com/torvalds/linux,a8c1f65c79cbbb2f7da782d4c9d15639a9b94b27,C
autor nulo,https://github.com/torvalds/linux,61cc74fbb87af6aa551a06a370590c9bc07e29d9,C
autor nulo,https://github.com/torvalds/linux,b69f2292063d2caf37ca9aec7d63ded203701bf3,C
autor nulo,https://github.com/torvalds/linux,b69f2292063d2caf37ca9aec7d63ded203701bf3,C
autor nulo,https://github.com/torvalds/linux,b69f2292063d2caf37ca9aec7d63ded203701bf3,C
autor nulo,https://github.com/torvalds/linux,b69f2292063d2caf37ca9aec7d63ded203701bf3,C
kees,https://github.com/torvalds/linux,2702b1526c7278c4d65d78de209a465d4de2885e,C
autor nulo,https://github.com/krb5/krb5,c5be6209311d4a8f10fda37d0d3f876c1b33b77b,C
autor nulo,https://github.com/torvalds/linux,c8e252586f8d5de906385d8cf6385fee289a825e,C
autor nulo,https://github.com/torvalds/linux,c8e252586f8d5de906385d8cf6385fee289a825e,C
lalinsky,https://github.com/taglib/taglib,77d61c6eca4d08b9b025738acf6b926cc750db23,C++
franklai,https://github.com/taglib/taglib,b3646a07348ffa276ea41a9dae03ddc63ea6c532,C++
dregad,https://github.com/mantisbt/mantisbt,eb803ed02105fc919cf5f789e939f2b824162927,PHP
dregad,https://github.com/mantisbt/mantisbt,cf5df427f17cf9204645f83e000665780eb9afe6,PHP
dregad,https://github.com/mantisbt/mantisbt,cf5df427f17cf9204645f83e000665780eb9afe6,PHP
dregad,https://github.com/mantisbt/mantisbt,cf5df427f17cf9204645f83e000665780eb9afe6,PHP
dregad,https://github.com/mantisbt/mantisbt,dea7e315f3fc96dfa995e56e8810845fc07a47aa,PHP
dregad,https://github.com/mantisbt/mantisbt,9443258724e84cb388aa1865b775beaecd80596d,PHP
dregad,https://github.com/mantisbt/mantisbt,9443258724e84cb388aa1865b775beaecd80596d,PHP
dregad,https://github.com/mantisbt/mantisbt,9443258724e84cb388aa1865b775beaecd80596d,PHP
dregad,https://github.com/mantisbt/mantisbt,0da3f7ace233208eb3c8d628cc2fd6e56d83839f,PHP
autor nulo,https://github.com/mantisbt/mantisbt,f5106be52cf6aa72c521f388e4abb5f0de1f1d7f,PHP
autor nulo,https://github.com/torvalds/linux,371528caec553785c37f73fa3926ea0de84f986f,C
matthiasmullie,https://github.com/forkcms/forkcms,1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9,PHP
matthiasmullie,https://github.com/forkcms/forkcms,995220182068518e89019a265d113518f6566407,PHP
nijel,https://github.com/phpmyadmin/phpmyadmin,86073d532aed656550cb731aa5b4288b126ae7a6,JavaScript
freshface,https://github.com/forkcms/forkcms,a9986b86c53de0582248b39605660fbba0c21a29,PHP
autor nulo,https://github.com/forkcms/forkcms,8fa74dd3e2e32723cd121177dce6aeac37e29df6,PHP
autor nulo,https://github.com/forkcms/forkcms,d65c083adc91c88d21bd9a0df4c2688df634c6ff,PHP
freshface,https://github.com/forkcms/forkcms,df75e0797a6540c4d656969a2e7df7689603b2cf,PHP
autor nulo,https://github.com/forkcms/forkcms,c8ec9c58a6b3c46cdd924532c1de99bcda6072ed,PHP
freshface,https://github.com/forkcms/forkcms,df75e0797a6540c4d656969a2e7df7689603b2cf,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,5381986e50dd6055f2b3b63281eaacffa0449da2,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
hregis,https://github.com/Dolibarr/dolibarr,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,PHP
