hash	quantidade_linguagens
021ab572a319ca3db5907a33a59774f502b3b975	1
022949bd09444d7e58703cc537dbbd5744c381b8	1
024cc50df478d2e8f78539819749e94d6df60592	2
024e5f23db8d8ad3449714b906b46094baaffb89	1
025a8283ab5d679ff99a6b82398e4c8efed1ad9d	2
025e77fcb2f45b21689931ba3bf74eac153afa48	1
026105eeecc0e3c2f807e7109e745ea93c0fd9cf	2
02724b8eb048dd219d6725b05c3000936f11d62d	3
02738433bf2e1b820ef48f04edd15df304081802	1
0279fa7dff1752f1710707dbd1ffac839de8bbfc	1
027ef6c87853b0a9df53175063028edb4950d476	1
027f84c69f4ef30c0693832a6c396ef19e563ca1	1
0292de60ec78c5a44956765189403654fe4d080b	1
02b46cec1a7e8f1a6835b628850cd56b85963bb5	2
02c6a2b62ddcb6fa4569a591d3461a156a636305	1
02cc160e29d20631de3859c6653184e3f876b9d7	2
02cf13d8b93ac547b5b4c2cfe186b7d874fd234f	2
02d76ab3737689bba95ffe9a1c69ca5166d71c6b	1
02d9b43c770aa16bc44470edecfaeb7c17985016	3
02dadf116124cfba35d7ebd9ced3e5ad0be0f176	1
02e90aa45edaf7eb2d8b97fa2377cd8104274170	2
02f909dc24b1f05cfbba75077c7707b905e63cd2	1
0305cd5f7fca85dae392b9ba85b116896eb7c1c7	1
030af767d357d1b4088c4a25c72cb3906abac489	1
030e2c78d3a91dd0d27fef37e91950dde333eba1	1
030e9d00125cbd1ad759668f85488aba1019c668	1
0318fa8b61bd6c837641129d585f1a73c652b1e0	5
032f2c9be6520d9d1a1608aa4f1d5d1f184f2472	1
03318a766cac9f8b053db2214d9c332a977d226c	1
033a738817abd6e446e1b320cb7d1a5c15224e9a	1
034762e8060dcf0a11cb039b9d426b0d0bb1801d	1
034c6e9a1d296286305f4cfd1e0072b879f52568	1
035cf2afc04988b22cb67f4ebfd77e9b344cb6e0	2
0362778f4f678156c22a009094225823df8a4760	2
03628449b75a93787eb2359412a3980365dda49b	1
03654e751e7f0700693526b67dfcadda6b42c9d0	2
0377b2152c0e59c8f35297f9a9b6ee335a62d963	1
038d74771d3b5c13d13b738b73dfda1033a99f65	1
038e4574e8f4f4b636a62394e09983c71980dada	2
0394b44774555ae8331b6e65e35065dfa0bb41e4	1
039b0cff1ad4b952000f4d8c3a93f347108b6626	1
039bafd74b7b1a88a53a54f8fa6fa872615e90e7	2
039f59b552319fcc2f83631bb421a7d4b82bc482	1
03a1601bf343181df9f405dd2109aec483cb7053	1
03a8329b89c0d196ecdb54227a8113f24555ffc0	2
03c6d60736b8f7b42e44d6989a53f9b644a091fb	1
03d1222ab9c2ce779cdf01bdb96cdd69cbdcfeda	1
03dd312e157d4fa8a11d5fa402706ae5b05806fa	1
03dd55813f5521985f7dd64277b7ba0cf1441319	2
03e5c0314aeffe6b27f4b98fef842bf0fb00c733	1
03e6bfb446f4e3f27c003d30d6a433e5dd8e2b3d	3
03f73d48369703e0d3584699b08e24891c3295b8	1
03f9a113b1a70bc5075ce86a918707f0e7d82169	2
03fca626a95130ab80f86adada54b29d27242759	1
04038bf3633c4b909b5ded3072dc88c8c419bf16	1
040757f738e13caaa9c5078bca79aa97e11dde88	1
040997fdc4414776bcac06a3cbaac3b26b5e8a64	1
040a02c9d4b5dd2f91c5c29c0008a47cde6ee99a	1
04171147948d0a3636bc6374181926f0fb2ec83a	1
04178de2247e353fc095846784b9a10fefdbf890	1
0417cea1b6d72f90bd4f1f573f91e42a8ba66a89	2
04197b341f23b908193308b8d63d17ff23232598	1
041b1c44c7d6cf5429505067c32f8f35166a8bab	1
041e53cab7ca33481ae45ecd65ad596976d78e68	1
042a36e49574c749f944e19cf80360fd3dc322f0	1
042eb437973a202d00589b13d628181c6de5cf5b	1
04483bdac3b5196737516398b5ce0383875a5c60	1
0449641130f5652b344ef6fa39fa019d7e94660a	1
045deec1cbdebb27d817008ad5df94d96a08b1bf	1
0462de5b544ed4731aa2fb23946ac22c01856b80	2
0479e3ff93ff1473a25c71e83cc011920b072b4c	2
04906bd5de2f220bf100b605dad37b4a1d9a91a6	1
049c74699ce93cf126feff06d632ea63fba36742	1
049d415295be8d4a0478ccba97dba1bb81649567	1
049dbdc647b2ce838fae7c188e6bb09cf16e470b	1
04a567494786d5bb50894fc8bb8fea0cf496bea8	1
04b118acce2a74306f365ef329cbe00efc399b26	1
04b7f60861ddee8331e50d70e193d1e701abeefb	5
04bcef2a83f40c6db24222b27a52892cba39dffb	1
04bf464a5dfd9ade0dda918e44366c2c61fce80b	1
04c9b00ba83594a29813d6b1fb8fdc93a3915174	1
04d4fbca1017c11381e7d82acea21dd741e748bc	1
04dab1d550cdebf4c1567bca9a51f8b9ca48a500	1
04dbf08bff4d61948bab80c3f9096ecc60c7f302	1
04e2f280cc4a0766bedcc7b9eb56449ceecc2ad4	1
04edfa82c1f3fa2bc3621ccdad2f93bdbf00e4f9	3
04f2d32871bb3b11d7dc024039952f2fe2750306	1
04f5866e41fb70690e28397487d8bd8eea7d712a	1
050fad7c4534c13c8eb1d9c2ba66012e014773cb	1
050fea86cc162f3da2f7824f586602125a0f6d63	1
051824924c709bd6162a378f746fb859454c674e	1
0523511d2fb40f2738f8a8549868f44b96e5dab7	1
0530a6645aac10fec005614211660e98db44b5eb	1
0533a4864b1920fd8fbb5287bc0889193c5faf44	1
053d957d53f2a543d158f3ab651e390d2728e0b9	1
053e67e3ec81cc9268ce30eaf0d6663d8639ed1e	2
05449cb666059af7de2302df9d5c02997a23df85	1
05506e9087bb05282c0bae6ccfe0283d0332ab3c	2
05531fc4080ae24070930d15ae0cea7ae056457d	2
0558f33c06bb910e2879e355192227a8e8f0219d	1
055dd41cbe53ce131ab0357524a7f6729e6e40dc	1
055e547478a11a6360c7ce05e2afc3e366968a12	1
05692d7005a364add85c6e25a6c4447ce08f913a	1
056ad39ee9253873522f6469c3364964a322912b	1
056e39d327bb10c1b0958dfbea0c39752692a1b0	3
0575b640091680cfb70f4dd93e70658de43b94f9	1
057b8945f78f76d0b04eeb5c27cd9225e5e7ad86	1
05970c09180cd27fff493e998ac5bf0468b1bb16	3
059ba8dec1f22ccbeab837e288b3833a099cee2d	1
059ee99ba0d5ff7758829acf5a9aeede09ec820b	1
05a974efa4bdf6e2a150e3f27dc6fcf0a9ad5655	1
05ab8f2647e4221cbdb3856dd7d32bd5407316b3	1
05b27615481e72e3b338bb12990fb3e0c2ecc2a9	3
05b88ed2d2ecdb5d8a8404efea25414e57189709	3
05beb69ba60acce09f73ed491bb76f332849c3a0	1
05c0819776b07425b2831cd31a8a0f4e7ac30c09	1
05caadc7eedbef471ac9610809ba683f0c698700	1
05cbebd3c6bb8f517a158b0155debb8df79017ff	1
05cd9ea2290d23931f615c1b004d4b2e69074e27	1
05d55f2befb1b25375ca5371875ff535d6cc5f70	1
05e28490873a861379c943bf616614b78b558b89	2
05e706d98f748f609b19d8697e490eaab5007d69	3
05e8a71ceff39167aee830ba8ad5eb0161f2911a	2
0600ebe59c3e82cd012def77ca9ca1918da74a71	1
061addfb9a9e932a970e5fcb913d020038e65667	8
061e7371a944588f231cb1b66d6fb070b646e376	3
061e8788814ac87706d8b95688df276fe3c8596a	1
0624b0df594a4353ef25e6b1874565ea52ce7772	1
0625b4ba1a5d4703c7fb01c497bd6c156908af00	1
0641e56be1af003aa02c7c6b0184466540637233	1
0657c83d08845cc434175934c642299de2c0f042	1
065b7978c40ded35c356ced6cd922a40156c9c46	2
06672828e6fa29ac8551b1b6f36c852a9a3c58a2	1
0680603a07b8dc37c2ddca6ff14e0236babefc82	2
068b8aa37f24645c62235018fb8da340f60e2d18	1
06ad7fdbdd7eb2fef8947d14c4cdd00d8f6387b1	1
06b6a1cf6e776426766298d055bb3991957d90a7	1
06bd3c36a733ac27962fea7d6f47168841376824	1
06c0ab29c1e5059d9e0279c6b64d573d619e1651	1
06c8173eb92bbfc03a0fe8bb64315857d0badd06	1
06ce52c20f208b0bbf24c6480d60332c9dd19428	1
06d319cd71b7787aa919b3ba1ccf51e4ade67712	3
06deeec77a5a689cc94b21a8a91a76e42176685d	1
06e35a58c07a30c0fbdc0aae45a3e8b06b53c022	2
06e7a29f36a34b8cf419aeb87b979ee508e58f9e	1
06eeacb6fe029804f296b065b3ce91e796e1cd0e	1
06f15416bb8d5636200a10776f1752c4d6e49f31	3
06fde0cc67ff121b212715031e12574f50970fcd	3
070ef6f138956d9ea9612e69586152339dbefe51	1
0718b375425aad8e54e1150313b862e4c6fd324a	1
071a50983ca6a373bb2d1d3db68e9eda4667a372	1
0720a06a7518c9d0c0125bd5d1f3b6264c55c3dd	1
0726320a4b55078e9d8deb590e477d598b3da66e	1
072684e8c58d17e853f8e8b9f6d9ce2e58d2b036	1
073931017b49d9458aa351605b43a7e34598caef	1
073c516ff73557a8f7315066856c04b50383ac34	1
073d0552ead5bfc7a3a9c01de590e924f11b5dd2	1
0749c7b9709db078ccdeada16d46a34bc2910c73	1
074a0f8ed0c31c35d13d28632bd8a049ff136fb6	2
074f6c104f3e49401ef0065540338fc2d4be79f0	2
076468a9225e4630a463c0bbceb8e5b805fe380c	2
07678eca2cf9c9a18584e546c2b2a0d0c9a3150c	1
07679fe80dadb08ca23d0fc16c0f832348bfec78	1
0773bb9303d24473fe1185d85a424dfe159aff53	2
077b465c33f0aec05a49cd2ca456f9a1b112e896	1
077be98d8c8a9847e4ae0c7dc09e7474cbe27db2	2
078035f1ef73ed85285ac9d128c3c5f670cef066	1
0789e21284c33d89ebc4ab4ca6f759b9375ac9d3	1
07908124838afcc99c577d1d3e84cef2dbd39cb7	1
0795ab57c7ffa53ff4af57e229f6d9680fa54a21	1
07a069a66423809cbedd61d980c11ca44a29ea2b	3
07a1c2a3e5845901f7e2eda9506695be58edc73c	5
07aa6b5938a8b6ed7a6586e066400e2643897323	1
07d86ca93db7e5cdf4743564d98292042ec21af7	1
07d9f8f9b6334970ee38156a3416c3708d157cae	1
07daa05fb06f24f96297abaa30c2ace8bfd8b525	2
07dbcc3d9644b18e05c1776db2a57fe04d780965	1
07edb62902b1f6127b3dcc013da61c6316dd0bf1	2
07eebcd72f45c8fd7563d3f9ec5d2bed48f65f36	1
07f12b26e21ab359261bf75cfcb424fdc7daeb6d	1
07f26e213196936fb328ea0c1d5a66a09d8b5440	1
07f4d9d74a04aa7c72c5dae0ef97565f28f17b92	1
080ab97461d80a01636f77ba6aecc667c3c0087c	1
0815af37f483f329f0c0565d68821fea9c47b5f5	1
08193b7f0cd3910256e00d599f0f3eb2519c44ca	7
0827a7e52ba3d957a634b063bf5a391239b9ffee	2
0833f99ba64558525995a7e21d4093da1f3e15fa	2
083692d598139228e101b8c521aaef7bcf256e9a	3
083765e2d64a00315050c4891800c9e98ba0c77c	1
0837e3242c73566fc1c0196b4ec61779c25ffc93	1
0840b13612a0b7ef1ce7441cf811dcfc6b463fba	1
0849a2885f81cfd82134992c06df3ccd59052ac7	1
084dcd69d1591586ee4752101e675d5f0ac6dcdc	1
086ba77a6db00ed858ff07451bedee197df868c9	1
0871979b298add320ca63f65060acb7532c8a0dd	1
0877cc871db9865f58dd9389ce99e61be05380a5	2
088aaf17aa79300cab14dbee2569c58cfafd7d6e	1
089bc0143f489bd3a4578bdff5f4ca68fb26f341	1
089f7c0bc28d399b0420aa6ef058e4c1c120b2ae	1
08a07a38ae81f3b55d81cfcd4501ac1eb1c9c4dc	1
08bfdf470e234edb68e5307a2fef8c899d89256c	1
08c2d412adb214c40bb03be7587057b25d053030	2
08c4c898182edbe97aadef1815cce50448f975cb	1
08c642c09c38a9c6454ab43a9b53b2a89b9eef99	1
08c699f744b6d2be1a5f3a2ba7203f4631b4c5dc	1
08d6c2ea49bd06fcce32275252f5f25abe61965c	2
08d7b00c0a5a20926363849f611729f53f3ec022	2
08dff7b7d629807dbb1f398c68dd9cd58dd657a1	1
090aa6252affc978a96c388e3fc2c1c2688d9bb5	1
091835377369c8fd5917d9b87acffa721ad2a168	2
091b153f294b9b695b0b2831e65936438b550d7b	1
0926f91083f34d047abc74f1ca4fa6a9c161f7db	1
0927ed3ae99444e7b47b84e43118deb10fe37529	1
092e386cf49f2a1450625617da8e0137ed067c3e	2
093019cf1b18dd31b2c3b77acce4e000e2cbc9ce	1
093283e727f396130651280609e687cd4778e0d1	1
0943c006c7d900dfc0281639e992791d6c567438	2
0947b92164a2c5f661ebcc183d37e7f21de719ad	1
096cdc6f52225835ff503f987a0d68ef770bb78e	1
096fe9eaea40a17e125569f9e657e34cdb6d73bd	1
0971c7a4e537ea120a6bb2195960be8d0815e97b	2
0979ba8d10c96ebca330715bfd4494ea0e019a8f	1
0979c6001d9d57c2aac3157c11b007397158922a	1
097b4823935c4fa524e71ab2dd107cf2056922b0	2
098c2bc907443d67e9e18645f850e3de42941d20	1
098e7762d909bac47ce1dbabe6dfd06294cb9d58	1
099d9c86cf6d81f4953957add478ab699946e601	1
09b9d4f1994a674c4ec85b4947aa656eda1aed8a	1
09ba3bc9dd150457c506e4661380a6183af651c1	1
09ccfd238e5a0e670d8178cf50180ea81ae09ae1	1
09d00e5ede801ca400d45c7feda5a99c34e4176c	1
09e0c6076466b4383da7fa4e13f714311109945a	1
09e80c7752b0d9080688e4597c7495dd109e0963	1
09e8fc02f59f16e2583b34fe1a270c238bd9ffec	1
09ea89764a4d3a907808ed7d4fe42abfe64bd486	2
09f0ab871bf633973cfd9fc4fe59d4a912397cf8	1
0a0b98734479aa5b3c671d5190e86273372cab95	1
0a1d52994d440e21def1c2174932410b4f2a98a1	1
0a24f92d081033576bfdd9d4bdec1a54501734c1	1
0a2d3e3644a7453b6513db2f9bc270f77943573f	2
0a2db392e8518410c282412561461cd8797eea51	2
0a365c029e437be0349c31f8d4c9926b69fa3fa1	1
0a36dbcc5421d450366580217a47cc44d32f7257	2
0a37ac2a411ff63f0707cda69a268c5fc4079eb7	3
0a53d3c3aa87564910cae4ed01416441d3ae0db5	2
0a54917c3fc295cb61f3fb52373c173fd3b69f48	1
0a557045476a2969c7079aec9eeb29d02f2809c6	1
0a5d80b2593b2ebe35d19756b730ba33aa049106	1
0a70acdcfb5fcbc63dbc5750018d608288eba3fe	1
0a7619875bf79877907205f6bee08465b89ff10b	3
0a7bdfa1c166f734d11a1528c8d9a7d61b670ad7	1
0a7e5f1d81de884861ca677ee1aaac31f188d632	1
0a85029d694f992f3631e2f249e4999daee15cbf	1
0a8e4117e7f715d5fbeef398405813ce8e88558b	1
0a8e7244d494ae98e9756355dfbfb6697ded2ff9	2
0a98c450c58ec150e44781c89aa6f8e7e0f571f5	1
0a9ab9bdb3e891762553f667066190c1d22ad62b	1
0a9f9a7410681e55362f8311537ebc7be9ad0fbe	1
0aaaae6eca5a7175a193696383f582f53adab23f	1
0ab152c6b5d95caa2dc1a30fa96e10258b5f188e	2
0ab290774f91a23bebe30a358fde4e53ab4876a0	1
0ad646c81b2182f7fa67ec0c8c825e0ee165696d	1
0b0ef9344255ff5acfac6b7af09198ac9c9756c8	4
0b1e0b3f7b44233f84e5c9f512f8c90d6bbbe33d	2
0b1edd4b22a47743eff7cfaf884ba2a4e06e15eb	1
0b2241ff1c7d86376fa260c5d4c1714f6cef9c0f	1
0b29669c065f60501e7289e1950fa2a618962358	1
0b460be9e287fd335c8ce58129c67bf06065ef51	3
0b5662bc2be13a8c8f044d925d87fb6e56247cd8	2
0b5a5258abbeaf8a0c3a18c7e753699787fdf46e	1
0b5b06cb4777d1401fdf83e7d48d287662236e7e	3
0b620a09605afb815c6d8d8953bbb7a10a8c0575	1
0b6565ad378c358f8a6cd1d48ddc482eb7f854d3	3
0b695ae09aada343ab59be4a3c9963995a1143b6	1
0b7391dff91b326284ca3fc5188b768b5d522d88	1
0b7416c5f4439ed3f11c023785f2d4c49a1b09fc	1
0b760113a3a155269a3fba93a409c640031dd68f	1
0b79459b482e85cb7426aa7da683a9f2c97aeae1	1
0b805ca6fb2a0f9bde4af29fca4f703fdfbd8f66	1
0b8600414976a5ad733604c7b1428071baf239c2	1
0b962f218f0cdd796dadfe26c3f09e68f7861b26	2
0b973e28166636e0ff1fad80baa0385c9c09c53a	1
0bb46c1448b0d3f5453d5182a17ea7ac5854ee15	1
0bbd9f8a0c93af51f607f28633b5fb18c5e48ad6	2
0be6fcd575c05687d1076d5cd6d75af2ebae5a46	2
0bfb970f43acd1e81d11be1154805f86655f15d5	2
0bfc0bf38a7758b27c5c446fec5e3b905e5a54ab	1
0bfc96cb77224736dfa35c3c555d37b3646ef35e	1
0c0313f375bed7b035c8c0482bbb09599e16bfcf	1
0c058f256a195b92f124be10109c95d1fbe93ad8	3
0c060153fb97c0288a1917efdb17cc426934dacb	1
0c17d1d2c61936401f4702e1846e2c19b200f958	1
0c18f29aae7ce3dadd26d8ee3505d07cc982df75	1
0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6	1
0c319d3a144d4b8f1ea2047fd614d2149b68f889	1
0c4120fffa3dffe97b95c486a120eded82afe8a6	1
0c4768fd2a11ac26a61814cef23a71061bfd8bcc	2
0c58892732ee7610a7abba5507614366d382c9c9	1
0c5b1e430a83ef793a7334bbbee408cf3c628699	1
0c5ba4573aecc9eaed669e9431a70a5d9f184b8d	3
0c5c0c0e0cb61000d12ec55ebf174745a5bf6469	1
0c74a9f49b8d7a36b17b54a7428b3526d20f88a8	1
0c8485f0e4931463c0f7986e1ea84a7d79f10c75	2
0c8a2a2cd1056b7dc403eacb5d2c0eec6ce47c6f	2
0c99bc511533d48be17dc6bfe641f7d0aeb34d77	1
0c9e0f6d654913ad57c507dd9a36631e1858a3e9	1
0ca91f44f1664da834bc61115a849b56d22f595f	1
0cb1b8a434b599b8d636db029aadb757c24e39d6	3
0cc38aaa4064fd9e79101994ce9872c6d91f816b	1
0cd293f5e13aa245e4a57b8d373597cc0e421b6f	2
0cd7e9aa397f8ebb3b8481d67dbac8b4863a7f07	1
0ce1dd2a13509747c240c8484228a5df8d6e03ec	1
0ce8b94d745b818bd207933d9a2e7f32587c2c89	1
0cf1400c61850065de590d403f6d49e32882fd76	1
0cf32f1046418aa2e5218b0b370064820c330c6a	1
0cf716250b3645a5974c80d8336dcdf885749dff	2
0d0138ebe24b94065580bd2601f8bb7eb6152f56	1
0d073ee461edd5f42528d41e00bf0a7b22e86bb3	2
0d0e57697f162da4aa218b5feafe614fb666db07	1
0d2bd649ea386539220d4facfe1f65eb1dadb86c	1
0d45ea1ca641b21b73bcf9c00e0179cda284e7e7	1
0d55bc7f420470e0dbca91ebe7899c592905cbc5	4
0d5dfe71917191c5b07f373896311f2d8f6b75be	3
0d62e9dd6da45bbf0f33a8617afc5fe774c8f45f	1
0d79670a28c0ab049af08613621aa0c267f977e9	1
0d811d067c8e064252c0143c39d6cd4c3133679e	1
0d8a3127e35886ce9284810a7f2438bff6b43cbc	1
0d94a24eb933bc835d568f3009f4d269c4c4c17a	1
0d9a4d98bfdf4acd2c0138d4aaeb4e2e0934bd84	2
0d9affb67fc1ad985903536d35372cf55efe5a45	3
0da3f7ace233208eb3c8d628cc2fd6e56d83839f	1
0da620016aec17ac2d2f3a22c55ab8c2b55e691e	1
0da8b8b801f9276359262f1ef8274c7812d3dfda	1
0da9dfdd2cd9889201bc6f6f43580c99165cd087	1
0db98910a11c12a454eac4c8e86dc7a7bbc764a4	1
0dbd5a8797ed4bd18e8b883988fb62177eb0f73f	1
0dc9d191b6eb1d13b8f0189c5b02ba6576f4722e	3
0dd1a733e60cf5239c0a185d4219ba2ef1118a8b	1
0ddab26a542c74770317b622e985c52430092ba5	2
0ddcff49b672239dda94d70d0fcf50317a9f4b51	1
0dde92def6b9f276f05ff77abb07ead318f9ec23	1
0df2590de27c60c18b7db6e056347bd2aff5a887	2
0e033e04c2678dbbe74a46b23fffb7bb918c288e	1
0e277a39c8b6f905e289b75e8ad0594e6b3562ca	1
0e2d6563e2d969209c502a1eae4ddd8e87b73299	1
0e3fb542d60ddbf6933f22eb9b1e06e25eaa5b63	1
0e41bae8d3d27316381a2fc7b466597230e35ec6	1
0e5cc9a40ada6046e6bc3bdfcd0c0d7e4b706b14	1
0e62395da2bd5166d7c9e14cbc7503b256a34cb0	1
0e6c66ac2002136517662399bca9d838c80d9739	1
0e8e938d497260dd57be67b4966cb27a5f72376f	3
0e9a9a1ad619e7e987815d20262d36a2f95717ca	1
0ea1ec713f04bdfac343c9702b21cd3a7c711826	1
0ea2f79d45b301fcd660efc894469a99b2239bf6	1
0eb02422d5161767e9983bdaa5c429762d3477ce	1
0ececf8c78f1c3f9ba15465f53a682dd7d89529f	2
0ed26acce328ec16a3aa635f1ca37365e8c7403a	1
0ed5b800be2136bcb8fa9c1bdf59abc957a98845	3
0ee66d29281af2b6c4f866e1437842c61983a672	2
0ee827317e497f1db86ddc5080b8af461e4595ce	1
0efd112bb62f566877750ad62ee828bff579b4e2	1
0f00412017f25619bc36c264b29ea96808bf310a	1
0f06e39d23636bd1e4039ac61a743c79725c798b	1
0f09f161f64f4190a52166675ff380a15b72a8bc	1
0f0b080ecde4d3dfec158d6f60da34d5e31693c4	2
0f0c2f1e2b3ece41cc1bb99a9931c8fcc7c917bc	2
0f116d223826895a73b12492f17486e5d54ab7a7	1
0f18359493bcbd5f9f9d1a9b05adabfe5da23b06	1
0f22072ab50cac7983f9660d33974b45184da4f9	1
0f2af21aae11972fa924374ddcf52e88347cf5a8	1
0f2ff82e11c86c05d051cae32b58226392d33bbf	1
0f35fe14acf0d0d3b55e9337bc5e2b9640ff2372	1
0f4f199443faca715523b0659aa536251d8b978f	1
0f5b4fd860fa7e3a6c47201637aab05395f32647	1
0f6ceabab0a8849b47f67d727aa526c2656089ba	1
0f6e28f686dbb59ab3b562408ab9b2234797b9b1	2
0f6fc2d5bf8f500820c3dbcf0d23ee14f2d9f734	4
0f74f431e0970a2e5784dbd955cfa4760e3b1ef7	1
0f764a1720a3a68fd2842e21377c8bfad6d7126f	1
0f777f85773b18f5252e79afa1929fcdc4858c3a	1
0f7b9878ff3207ce20970f0517604793920bb3d2	3
0f7f61ed1b7b697e283e37bd2d731d0bd57adb55	1
0f818a23a876c01429196bf7623e1e94a50230f0	1
0f822af0445e5348ce7b7bd8ce1204244f31d174	1
0f886ca12765d20124bd06291c82951fd49a33be	1
0f8cf3b8497dc45c010c44ed9e96518e11e19fc3	1
0f931751fb20f565c4e94aa6df58d54a003cdb30	1
0f95d441e4b5d7512cc5c326c8668a120e048eda	1
0fa0094531efc82d9371f90a02aa804b176d59cf	1
0fa3ecd87848c9c93c2c828ef4c3a8ca36ce46c7	1
0fa7650df8f940ed6b577d79836a78eb09726c4b	1
0fad1ccfe9dd7a3c5b82c1496df3c2b4842870d3	1
0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f	1
0fb2c031ce0ace07cc19cd2cb2143c4b5a63c9dd	1
0fb6b027fbaf17f6a6551f2148482a03eac12927	1
0fc24fe2564736689859e7edfa177a86dac36bf9	1
0fccfb9a3097a9c4260c791f1a40b128517e7815	1
0fe8ae99b2ff25649c7b86d3bc05fc037400aca7	1
0ff371bb4775a131634f47d0fe85794c547232f9	1
0ff832d31470471803b175cfff4e40c1b08ee779	3
10014d4dc596b9e3a491bf04f3e708cf1887d5e1	2
1007b98f8795ad4bea6bc5f68a32d83e982fdae4	1
10080096879d1076756f62760d6daf582b6db722	1
100862223904bb6478fcc33b701c7dee11f7b832	1
101e3aa06ec9a1f8f266335fc6f5685c062c6117	3
1022d97496c7899e8641515af363381b31ae2f05	1
102651514e6faca914ec1c7e113def340d8e1e09	2
102a97bb082edc831cf35d27f9e5c4f55f10ae85	2
102bb6ebf20f9174130c85c3b052ae104e5073ec	1
102cc6b2e1d1e0c928ced87e75df759d5541ff60	4
102efafb291ce1916985514440d3bf8a6826890a	1
103b171d8fc282ef435f8de9afbf7782e312961f	1
103b40f51e4012b3b0ad20f615562a1806d7f49a	1
104090aeead4aa433bf1f18cd6d52dcfeb71236c	2
1044b43637fa7f70fb19b93593777b78bd20da86	2
104870608fde3c698483fdef6b97f093fc15685d	2
