hash	quantidade_linguagens
02dadf116124cfba35d7ebd9ced3e5ad0be0f176	1
02f909dc24b1f05cfbba75077c7707b905e63cd2	1
0305cd5f7fca85dae392b9ba85b116896eb7c1c7	1
030af767d357d1b4088c4a25c72cb3906abac489	1
030e2c78d3a91dd0d27fef37e91950dde333eba1	1
030e9d00125cbd1ad759668f85488aba1019c668	1
032f2c9be6520d9d1a1608aa4f1d5d1f184f2472	1
03318a766cac9f8b053db2214d9c332a977d226c	1
033a738817abd6e446e1b320cb7d1a5c15224e9a	1
034762e8060dcf0a11cb039b9d426b0d0bb1801d	1
034c6e9a1d296286305f4cfd1e0072b879f52568	1
03628449b75a93787eb2359412a3980365dda49b	1
0377b2152c0e59c8f35297f9a9b6ee335a62d963	1
038d74771d3b5c13d13b738b73dfda1033a99f65	1
0394b44774555ae8331b6e65e35065dfa0bb41e4	1
039b0cff1ad4b952000f4d8c3a93f347108b6626	1
039f59b552319fcc2f83631bb421a7d4b82bc482	1
03a1601bf343181df9f405dd2109aec483cb7053	1
03c6d60736b8f7b42e44d6989a53f9b644a091fb	1
03d1222ab9c2ce779cdf01bdb96cdd69cbdcfeda	1
03dd312e157d4fa8a11d5fa402706ae5b05806fa	1
03e5c0314aeffe6b27f4b98fef842bf0fb00c733	1
03f73d48369703e0d3584699b08e24891c3295b8	1
03fca626a95130ab80f86adada54b29d27242759	1
04038bf3633c4b909b5ded3072dc88c8c419bf16	1
040757f738e13caaa9c5078bca79aa97e11dde88	1
040997fdc4414776bcac06a3cbaac3b26b5e8a64	1
040a02c9d4b5dd2f91c5c29c0008a47cde6ee99a	1
04171147948d0a3636bc6374181926f0fb2ec83a	1
04178de2247e353fc095846784b9a10fefdbf890	1
04197b341f23b908193308b8d63d17ff23232598	1
041b1c44c7d6cf5429505067c32f8f35166a8bab	1
041e53cab7ca33481ae45ecd65ad596976d78e68	1
042a36e49574c749f944e19cf80360fd3dc322f0	1
042eb437973a202d00589b13d628181c6de5cf5b	1
04483bdac3b5196737516398b5ce0383875a5c60	1
0449641130f5652b344ef6fa39fa019d7e94660a	1
045deec1cbdebb27d817008ad5df94d96a08b1bf	1
04906bd5de2f220bf100b605dad37b4a1d9a91a6	1
049c74699ce93cf126feff06d632ea63fba36742	1
049d415295be8d4a0478ccba97dba1bb81649567	1
049dbdc647b2ce838fae7c188e6bb09cf16e470b	1
04a567494786d5bb50894fc8bb8fea0cf496bea8	1
04b118acce2a74306f365ef329cbe00efc399b26	1
04bcef2a83f40c6db24222b27a52892cba39dffb	1
04bf464a5dfd9ade0dda918e44366c2c61fce80b	1
04c9b00ba83594a29813d6b1fb8fdc93a3915174	1
04d4fbca1017c11381e7d82acea21dd741e748bc	1
04dab1d550cdebf4c1567bca9a51f8b9ca48a500	1
04dbf08bff4d61948bab80c3f9096ecc60c7f302	1
04e2f280cc4a0766bedcc7b9eb56449ceecc2ad4	1
04f2d32871bb3b11d7dc024039952f2fe2750306	1
04f5866e41fb70690e28397487d8bd8eea7d712a	1
050fad7c4534c13c8eb1d9c2ba66012e014773cb	1
050fea86cc162f3da2f7824f586602125a0f6d63	1
051824924c709bd6162a378f746fb859454c674e	1
0523511d2fb40f2738f8a8549868f44b96e5dab7	1
0530a6645aac10fec005614211660e98db44b5eb	1
0533a4864b1920fd8fbb5287bc0889193c5faf44	1
053d957d53f2a543d158f3ab651e390d2728e0b9	1
05449cb666059af7de2302df9d5c02997a23df85	1
0558f33c06bb910e2879e355192227a8e8f0219d	1
055dd41cbe53ce131ab0357524a7f6729e6e40dc	1
055e547478a11a6360c7ce05e2afc3e366968a12	1
05692d7005a364add85c6e25a6c4447ce08f913a	1
056ad39ee9253873522f6469c3364964a322912b	1
0575b640091680cfb70f4dd93e70658de43b94f9	1
057b8945f78f76d0b04eeb5c27cd9225e5e7ad86	1
059ba8dec1f22ccbeab837e288b3833a099cee2d	1
059ee99ba0d5ff7758829acf5a9aeede09ec820b	1
05a974efa4bdf6e2a150e3f27dc6fcf0a9ad5655	1
05ab8f2647e4221cbdb3856dd7d32bd5407316b3	1
05beb69ba60acce09f73ed491bb76f332849c3a0	1
05c0819776b07425b2831cd31a8a0f4e7ac30c09	1
05caadc7eedbef471ac9610809ba683f0c698700	1
05cbebd3c6bb8f517a158b0155debb8df79017ff	1
05cd9ea2290d23931f615c1b004d4b2e69074e27	1
05d55f2befb1b25375ca5371875ff535d6cc5f70	1
0600ebe59c3e82cd012def77ca9ca1918da74a71	1
061e8788814ac87706d8b95688df276fe3c8596a	1
0624b0df594a4353ef25e6b1874565ea52ce7772	1
0625b4ba1a5d4703c7fb01c497bd6c156908af00	1
0641e56be1af003aa02c7c6b0184466540637233	1
0657c83d08845cc434175934c642299de2c0f042	1
06672828e6fa29ac8551b1b6f36c852a9a3c58a2	1
068b8aa37f24645c62235018fb8da340f60e2d18	1
06ad7fdbdd7eb2fef8947d14c4cdd00d8f6387b1	1
06b6a1cf6e776426766298d055bb3991957d90a7	1
06bd3c36a733ac27962fea7d6f47168841376824	1
06c0ab29c1e5059d9e0279c6b64d573d619e1651	1
06c8173eb92bbfc03a0fe8bb64315857d0badd06	1
06ce52c20f208b0bbf24c6480d60332c9dd19428	1
06deeec77a5a689cc94b21a8a91a76e42176685d	1
06e7a29f36a34b8cf419aeb87b979ee508e58f9e	1
06eeacb6fe029804f296b065b3ce91e796e1cd0e	1
070ef6f138956d9ea9612e69586152339dbefe51	1
0718b375425aad8e54e1150313b862e4c6fd324a	1
071a50983ca6a373bb2d1d3db68e9eda4667a372	1
0720a06a7518c9d0c0125bd5d1f3b6264c55c3dd	1
0726320a4b55078e9d8deb590e477d598b3da66e	1
072684e8c58d17e853f8e8b9f6d9ce2e58d2b036	1
073931017b49d9458aa351605b43a7e34598caef	1
073c516ff73557a8f7315066856c04b50383ac34	1
073d0552ead5bfc7a3a9c01de590e924f11b5dd2	1
0749c7b9709db078ccdeada16d46a34bc2910c73	1
07678eca2cf9c9a18584e546c2b2a0d0c9a3150c	1
07679fe80dadb08ca23d0fc16c0f832348bfec78	1
077b465c33f0aec05a49cd2ca456f9a1b112e896	1
078035f1ef73ed85285ac9d128c3c5f670cef066	1
0789e21284c33d89ebc4ab4ca6f759b9375ac9d3	1
07908124838afcc99c577d1d3e84cef2dbd39cb7	1
0795ab57c7ffa53ff4af57e229f6d9680fa54a21	1
07aa6b5938a8b6ed7a6586e066400e2643897323	1
07d86ca93db7e5cdf4743564d98292042ec21af7	1
07d9f8f9b6334970ee38156a3416c3708d157cae	1
07dbcc3d9644b18e05c1776db2a57fe04d780965	1
07eebcd72f45c8fd7563d3f9ec5d2bed48f65f36	1
07f12b26e21ab359261bf75cfcb424fdc7daeb6d	1
07f26e213196936fb328ea0c1d5a66a09d8b5440	1
07f4d9d74a04aa7c72c5dae0ef97565f28f17b92	1
080ab97461d80a01636f77ba6aecc667c3c0087c	1
0815af37f483f329f0c0565d68821fea9c47b5f5	1
083765e2d64a00315050c4891800c9e98ba0c77c	1
0837e3242c73566fc1c0196b4ec61779c25ffc93	1
0840b13612a0b7ef1ce7441cf811dcfc6b463fba	1
0849a2885f81cfd82134992c06df3ccd59052ac7	1
084dcd69d1591586ee4752101e675d5f0ac6dcdc	1
086ba77a6db00ed858ff07451bedee197df868c9	1
0871979b298add320ca63f65060acb7532c8a0dd	1
088aaf17aa79300cab14dbee2569c58cfafd7d6e	1
089bc0143f489bd3a4578bdff5f4ca68fb26f341	1
089f7c0bc28d399b0420aa6ef058e4c1c120b2ae	1
08a07a38ae81f3b55d81cfcd4501ac1eb1c9c4dc	1
08bfdf470e234edb68e5307a2fef8c899d89256c	1
08c4c898182edbe97aadef1815cce50448f975cb	1
08c642c09c38a9c6454ab43a9b53b2a89b9eef99	1
08c699f744b6d2be1a5f3a2ba7203f4631b4c5dc	1
08dff7b7d629807dbb1f398c68dd9cd58dd657a1	1
090aa6252affc978a96c388e3fc2c1c2688d9bb5	1
091b153f294b9b695b0b2831e65936438b550d7b	1
0926f91083f34d047abc74f1ca4fa6a9c161f7db	1
0927ed3ae99444e7b47b84e43118deb10fe37529	1
093019cf1b18dd31b2c3b77acce4e000e2cbc9ce	1
093283e727f396130651280609e687cd4778e0d1	1
0947b92164a2c5f661ebcc183d37e7f21de719ad	1
096cdc6f52225835ff503f987a0d68ef770bb78e	1
096fe9eaea40a17e125569f9e657e34cdb6d73bd	1
0979ba8d10c96ebca330715bfd4494ea0e019a8f	1
0979c6001d9d57c2aac3157c11b007397158922a	1
098c2bc907443d67e9e18645f850e3de42941d20	1
098e7762d909bac47ce1dbabe6dfd06294cb9d58	1
099d9c86cf6d81f4953957add478ab699946e601	1
09b9d4f1994a674c4ec85b4947aa656eda1aed8a	1
09ba3bc9dd150457c506e4661380a6183af651c1	1
09ccfd238e5a0e670d8178cf50180ea81ae09ae1	1
09d00e5ede801ca400d45c7feda5a99c34e4176c	1
09e0c6076466b4383da7fa4e13f714311109945a	1
09e80c7752b0d9080688e4597c7495dd109e0963	1
09e8fc02f59f16e2583b34fe1a270c238bd9ffec	1
09f0ab871bf633973cfd9fc4fe59d4a912397cf8	1
0a0b98734479aa5b3c671d5190e86273372cab95	1
0a1d52994d440e21def1c2174932410b4f2a98a1	1
0a24f92d081033576bfdd9d4bdec1a54501734c1	1
0a365c029e437be0349c31f8d4c9926b69fa3fa1	1
0a54917c3fc295cb61f3fb52373c173fd3b69f48	1
0a557045476a2969c7079aec9eeb29d02f2809c6	1
0a5d80b2593b2ebe35d19756b730ba33aa049106	1
0a70acdcfb5fcbc63dbc5750018d608288eba3fe	1
0a7bdfa1c166f734d11a1528c8d9a7d61b670ad7	1
0a7e5f1d81de884861ca677ee1aaac31f188d632	1
0a85029d694f992f3631e2f249e4999daee15cbf	1
0a8e4117e7f715d5fbeef398405813ce8e88558b	1
0a98c450c58ec150e44781c89aa6f8e7e0f571f5	1
0a9ab9bdb3e891762553f667066190c1d22ad62b	1
0a9f9a7410681e55362f8311537ebc7be9ad0fbe	1
0aaaae6eca5a7175a193696383f582f53adab23f	1
0ab290774f91a23bebe30a358fde4e53ab4876a0	1
0ad646c81b2182f7fa67ec0c8c825e0ee165696d	1
0b1edd4b22a47743eff7cfaf884ba2a4e06e15eb	1
0b2241ff1c7d86376fa260c5d4c1714f6cef9c0f	1
0b29669c065f60501e7289e1950fa2a618962358	1
0b5a5258abbeaf8a0c3a18c7e753699787fdf46e	1
0b620a09605afb815c6d8d8953bbb7a10a8c0575	1
0b695ae09aada343ab59be4a3c9963995a1143b6	1
0b7391dff91b326284ca3fc5188b768b5d522d88	1
0b7416c5f4439ed3f11c023785f2d4c49a1b09fc	1
0b760113a3a155269a3fba93a409c640031dd68f	1
0b79459b482e85cb7426aa7da683a9f2c97aeae1	1
0b805ca6fb2a0f9bde4af29fca4f703fdfbd8f66	1
0b8600414976a5ad733604c7b1428071baf239c2	1
0b973e28166636e0ff1fad80baa0385c9c09c53a	1
0bb46c1448b0d3f5453d5182a17ea7ac5854ee15	1
0bfc0bf38a7758b27c5c446fec5e3b905e5a54ab	1
0bfc96cb77224736dfa35c3c555d37b3646ef35e	1
0c0313f375bed7b035c8c0482bbb09599e16bfcf	1
0c060153fb97c0288a1917efdb17cc426934dacb	1
0c17d1d2c61936401f4702e1846e2c19b200f958	1
0c18f29aae7ce3dadd26d8ee3505d07cc982df75	1
0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6	1
0c319d3a144d4b8f1ea2047fd614d2149b68f889	1
0c4120fffa3dffe97b95c486a120eded82afe8a6	1
0c58892732ee7610a7abba5507614366d382c9c9	1
0c5b1e430a83ef793a7334bbbee408cf3c628699	1
0c5c0c0e0cb61000d12ec55ebf174745a5bf6469	1
0c74a9f49b8d7a36b17b54a7428b3526d20f88a8	1
0c99bc511533d48be17dc6bfe641f7d0aeb34d77	1
0c9e0f6d654913ad57c507dd9a36631e1858a3e9	1
0ca91f44f1664da834bc61115a849b56d22f595f	1
0cc38aaa4064fd9e79101994ce9872c6d91f816b	1
0cd7e9aa397f8ebb3b8481d67dbac8b4863a7f07	1
0ce1dd2a13509747c240c8484228a5df8d6e03ec	1
0ce8b94d745b818bd207933d9a2e7f32587c2c89	1
0cf1400c61850065de590d403f6d49e32882fd76	1
0cf32f1046418aa2e5218b0b370064820c330c6a	1
0d0138ebe24b94065580bd2601f8bb7eb6152f56	1
0d0e57697f162da4aa218b5feafe614fb666db07	1
0d2bd649ea386539220d4facfe1f65eb1dadb86c	1
0d45ea1ca641b21b73bcf9c00e0179cda284e7e7	1
0d62e9dd6da45bbf0f33a8617afc5fe774c8f45f	1
0d79670a28c0ab049af08613621aa0c267f977e9	1
0d811d067c8e064252c0143c39d6cd4c3133679e	1
0d8a3127e35886ce9284810a7f2438bff6b43cbc	1
0d94a24eb933bc835d568f3009f4d269c4c4c17a	1
0da3f7ace233208eb3c8d628cc2fd6e56d83839f	1
0da620016aec17ac2d2f3a22c55ab8c2b55e691e	1
0da8b8b801f9276359262f1ef8274c7812d3dfda	1
0da9dfdd2cd9889201bc6f6f43580c99165cd087	1
0db98910a11c12a454eac4c8e86dc7a7bbc764a4	1
0dbd5a8797ed4bd18e8b883988fb62177eb0f73f	1
0dd1a733e60cf5239c0a185d4219ba2ef1118a8b	1
0ddcff49b672239dda94d70d0fcf50317a9f4b51	1
0dde92def6b9f276f05ff77abb07ead318f9ec23	1
0e033e04c2678dbbe74a46b23fffb7bb918c288e	1
0e277a39c8b6f905e289b75e8ad0594e6b3562ca	1
0e2d6563e2d969209c502a1eae4ddd8e87b73299	1
0e3fb542d60ddbf6933f22eb9b1e06e25eaa5b63	1
0e41bae8d3d27316381a2fc7b466597230e35ec6	1
0e5cc9a40ada6046e6bc3bdfcd0c0d7e4b706b14	1
0e62395da2bd5166d7c9e14cbc7503b256a34cb0	1
0e6c66ac2002136517662399bca9d838c80d9739	1
0e9a9a1ad619e7e987815d20262d36a2f95717ca	1
0ea1ec713f04bdfac343c9702b21cd3a7c711826	1
0ea2f79d45b301fcd660efc894469a99b2239bf6	1
0eb02422d5161767e9983bdaa5c429762d3477ce	1
0ed26acce328ec16a3aa635f1ca37365e8c7403a	1
0ee827317e497f1db86ddc5080b8af461e4595ce	1
0efd112bb62f566877750ad62ee828bff579b4e2	1
0f00412017f25619bc36c264b29ea96808bf310a	1
0f06e39d23636bd1e4039ac61a743c79725c798b	1
0f09f161f64f4190a52166675ff380a15b72a8bc	1
0f116d223826895a73b12492f17486e5d54ab7a7	1
0f18359493bcbd5f9f9d1a9b05adabfe5da23b06	1
0f22072ab50cac7983f9660d33974b45184da4f9	1
0f2af21aae11972fa924374ddcf52e88347cf5a8	1
0f2ff82e11c86c05d051cae32b58226392d33bbf	1
0f35fe14acf0d0d3b55e9337bc5e2b9640ff2372	1
0f4f199443faca715523b0659aa536251d8b978f	1
0f5b4fd860fa7e3a6c47201637aab05395f32647	1
0f6ceabab0a8849b47f67d727aa526c2656089ba	1
0f74f431e0970a2e5784dbd955cfa4760e3b1ef7	1
0f764a1720a3a68fd2842e21377c8bfad6d7126f	1
0f777f85773b18f5252e79afa1929fcdc4858c3a	1
0f7f61ed1b7b697e283e37bd2d731d0bd57adb55	1
0f818a23a876c01429196bf7623e1e94a50230f0	1
0f822af0445e5348ce7b7bd8ce1204244f31d174	1
0f886ca12765d20124bd06291c82951fd49a33be	1
0f8cf3b8497dc45c010c44ed9e96518e11e19fc3	1
0f931751fb20f565c4e94aa6df58d54a003cdb30	1
0f95d441e4b5d7512cc5c326c8668a120e048eda	1
0fa0094531efc82d9371f90a02aa804b176d59cf	1
0fa3ecd87848c9c93c2c828ef4c3a8ca36ce46c7	1
0fa7650df8f940ed6b577d79836a78eb09726c4b	1
0fad1ccfe9dd7a3c5b82c1496df3c2b4842870d3	1
0fadc3e592d84bc9dfe9e0403f8bd6e3c7d8427f	1
0fb2c031ce0ace07cc19cd2cb2143c4b5a63c9dd	1
0fb6b027fbaf17f6a6551f2148482a03eac12927	1
0fc24fe2564736689859e7edfa177a86dac36bf9	1
0fccfb9a3097a9c4260c791f1a40b128517e7815	1
0fe8ae99b2ff25649c7b86d3bc05fc037400aca7	1
0ff371bb4775a131634f47d0fe85794c547232f9	1
1007b98f8795ad4bea6bc5f68a32d83e982fdae4	1
10080096879d1076756f62760d6daf582b6db722	1
100862223904bb6478fcc33b701c7dee11f7b832	1
1022d97496c7899e8641515af363381b31ae2f05	1
102bb6ebf20f9174130c85c3b052ae104e5073ec	1
102efafb291ce1916985514440d3bf8a6826890a	1
103b171d8fc282ef435f8de9afbf7782e312961f	1
103b40f51e4012b3b0ad20f615562a1806d7f49a	1
104c307147ad379617472dd91a5bcb368d72bd6d	1
10517e3ff0e609697eb8cde60ec8dc999ee5ea24	1
106d196ec4a6451efedc60ab15957f231fa85639	1
106d61d3ae723b4257c2a13e67b95eb40a27e0b5	1
106d8f4fb89335a2c52d7c895b7a7485465ca8d9	1
1071f554dbd09f7e101324d366eec5f4fe5a3ece	1
107a89fce5f413fb5728c1c5d2c7788e1fb17491	1
107e271d78c255d658ce998285fe6f6c4f291b41	1
10e8bd3071677dd1fa76beeef4bc2fc427cea5e7	1
10ee0c4881a6ba2fe65ec18ed195ac35889583c4	1
10eec60ce79187686e052092e5383c99b4420a20	1
10f6169e39510bbf5af913886037044458b9dc9b	1
10f6cb8969b4d5a933b333ecb01ce3696b1d57d4	1
1119de642b136d20e810bb20f545069a01dd7cc9	1
1127131c89021612c6eefa26dbe5714c194e7495	1
1137b5e2529a8f5ca8ee709288ecba3e68044df2	1
11496890d7e21786cbfd9fd17ab968f498116b3f	1
114cd3d0aac8bd1aeaf4b33840feb0163d342d5b	1
11559e49e65bdf00922ad5ae28913ec6a198d508	1
1163f3a7f418f249af64890f4636575e687e9de7	1
117ddcb83d7f42d6aa72241240af99ded81118e9	1
1186eaa82375692d01d5ef3369c5b7bc7315b55f	1
118a46090c50829dc543179019e6140e1235f909	1
11a83410153756ae350a82ed41b08d128ff7f998	1
11ab3d6c82a1d3a89b1024f77349fb60a83743c5	1
11cad77da87c4fa2aab7d58dd5339e254db7937e	1
11d21349a4e7e38a025849479b36ace7c2eec2ee	1
11d74fa5a22fe626c5e5a010b703cd46a136f253	1
11edc83b98a61e890d7bb01855389d40e984ea82	1
11f3710417d026ea2f4fcf362d866342c5274185	1
12176503366885edd542389eed3aaf94be163fdb	1
12197a755bd524559bf4e16475595a2c6fcd34db	1
124751d5e63c823092060074bd0abaae61aaa9c4	1
124d3b7041f9a0ca7c43a6293e1cae4576c32fd5	1
124eb202e70678539544f6268efc98131f19fa49	1
125281f1c0d4b6a8b49f7e55a757205a2ef01fbe	1
125e4474f910c1507f8ec3232848626fbc0f55c4	1
1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9	1
1273cdc706eeedf8346d4b9faa5b33435056061d	1
12786867d6faaceaec62c7c2cb5b0e2dc074d71a	1
127e7a6c8942b362aa3c6627f44d660a4fb75312	1
128394eff343fc6d2f32172f03e24829539c5835	1
128c66429247add5128c03dc1e144ca56f05a4e2	1
129a72a0d3c8e139a04512325384fe5ac119e74d	1
12ae030d54ef250706da5642fc7697cc60ad0df7	1
12c727cee857fa19be717f336943d95fca4ffe4f	1
12ca6ad2e3a896256f086497a7c7406a547ee373	1
12d6e7538e2d418c08f082b1b44ffa5fb7270ed8	1
12f09ccb4612734a53e47ed5302e0479c10a50f8	1
12fa9669007180a7bb87d990c375cf91ca5b664a	1
1309d7afbed112f0e8e90be9af975550caa0076b	1
1314f38b59748397b3429fb9bc9f9d6bac85d2f2	1
132c94e31b8bca8ea921f9f96a57d684fa4ae0a9	1
1330662f33a55e88bfe18e76de28b7922d91a999	1
135717a9a05c5bf8921f1389cbb469dcbf300bfd	1
13585f15c7f7dc28bbbba1661efb280d530d114c	1
135aa9a4a6a9b49b60aa730ebc3bcc6247d75c45	1
1361fb7e29449629e1df94d44e0427ebec8c83c7	1
136b51f10903e044308cf77117c0ed9871350475	1
137f7df8cead00688524c82360930845396b8a21	1
1394192b210cb3c6624a7419bcf3ff966742e79b	1
1399c59fa92984836db90538cf92397fe7caaa57	1
13b12995d35b566df08a17257a23863ab6efb0ca	1
13bf9fbff0e5e099e2b6f003a0ab8ae145436309	1
13c149b051f82b709e8d7cc32111e84b49d57234	1
13d2b4d11d69a92574a55bfd985cfb0ca77aebdc	1
13d38a07ce9143e044aa737cfd7bb759d0e9b400	1
13d518074a952d33d47c428419693f63389547e9	1
13dad7d5ef74ca2e6fe4010f5b03eb12e9bbe0ec	1
13db820f5e24cd993ee554e99377fea02a904e18	1
13e85d152d486b968265c4b8017e8901e7d89ff3	1
13f7bf9621a82d93f1e9dbd838d1e22020221bde	1
1405aad979c6b8080dbbc8e0858f89b2e3690341	1
140ee8d2204b383279f854802b27bdb41c1d5d1a	1
14189710859c27981adb4c2c2aed2863c1859ec5	1
1421e0c584ae9120ca1b88098f13d6d2e90b83a3	1
142cfc82b932bc211218fbd7bdda8c7ce83f19df	1
144741832007a26dbe950512acbda4ed95b2a451	1
14607c0707040d775e06b6817325640cb4b5864c	1
146b4f38010a48c36b7d9650060ca354c92ab4ac	1
146bb48849e5393004be5c88beefe76fdf009aba	1
146c5aaafd826c1c8990333c393bff6f64c90786	1
146cc8a17a3b4996f6805ee5c080e7101277c410	1
14755416e364f17fb1870882fa778c7fec7f16e3	1
147cec383892d143b5e02daa70f1e7def50f5d98	1
148115fcc40f1651a5d15fa34c9a8c528e7147bb	1
14a1bb971bcb8b5456c2bf0020c3018907a2704d	1
14ac462a32ca4b3b78f56502ac976d5b0222ce3d	1
14b62aca4764d496813f55a43d050b017e01eb65	1
14bc2c0a6fde0da04b47130707e01df850eedc7e	1
14e606db148d6ebcaae20f1e1d6d71903ca4a556	1
14ec995c2bd618b181197dc6b64e63fd966b4860	1
15190b930ebada9e8d294db57c96832799d9d93e	1
15262ecf3c602364639d465daba1e7f3604d00e8	1
15291164b22a357cb211b618adfef4fa82fc0de3	1
152d6d95632d8b9477c170f1de99bcd86d7fb1d6	1
152e551208e6de534ab194c87e9ffa4d56d294a8	1
154947ef83efeb68fc2b921065392b6a7fc9c965	1
154fe59531c12b82e26d1b24b5531f5066d224f5	1
15663e3f37091069b8c98a7fce680dc04bc8e865	1
15691e456c7dc9bd6be203b09765b063bf4a380c	1
1572e45a924f254d9570093abde46430c3172e3d	1
157f471d7e48f190f74e66eb5bc73360b5352fd3	1
158367a231335026b8dba633a76b44de290ad37c	1
15934fdd309408640d1f2be18f93a8beadaa5e9b	1
159daeab6adfe828bd06e6e74f5b647bf9b1bb70	1
15bb719c03cc70f14c36a843dcb16ed69b405707	1
15d3042a937c13f5d9244241c7a9c8416ff6e82a	1
15d4d185bbedf2bb9db4a8fa2ccf9fc359a06194	1
15d5b57af2466eebd3bbc531ead5dafa35d0a36e	1
15f72c1ee5e0afad20232bdf0fcecab8d62a5d89	1
15fab63e1e57be9fdb5eec1bbc5916e9825e9acb	1
1603f04e44ef67dde6ccffe866d2dca16defb293	1
160621785ee812d6d90e20878bd6175e42c13c94	1
162892013eb07b21461ceffe6702140acc0fef57	1
162ae709162be3e6c4d942313a278ca5cbdb8e92	1
162f98dea487206d9ab79fc12ed64700667a894d	1
163ae1c6ad6299b19e22b4a35d5ab24a89791a98	1
164963100a830234744a6004d5eda55d24e97b2a	1
1653f31cf874eb6df964bea88d58d8e9b98b485e	1
1666984c8625b3db19a9abc298931d35ab7bc64b	1
16674ac75127b0e83691c6b1c9ce745e67ab58b6	1
1672d6f46bbd6f6d42f0903ce9a313927ae2836b	1
1677251434b6e8b2be8f1d4376a3e78f7be14d95	1
1680939e9ecf7764fba8689cfb3429c2fe2bb23c	1
16853b6973a1e72fee2b7cccda85472cb9951305	1
16916c8979c32765c542e216b31cee2671b7afe7	1
16931bd7bf7560e26ef98328b8e95e803d0e90f6	1
1699c09758e56f740437674a8d6ba36443399f24	1
16af238036a5464ae8f2420ed3af214f0de875f9	1
16fceecadbe80ab0ef846b62a12dc7bfff10b8c5	1
